"case_id","fault_terminal","component_type","supply_mode","current_level","service_years","vent_state","door_state","current_profile","ambient_temp","severity","seed"
"CASE_00236","KM1_DC","contactor_dc_terminal","DC","15.0","30.0","forced","closed","constant","26.0","0.75","236001"
"CASE_00237","KM1_DC","contactor_dc_terminal","DC","15.0","30.0","forced","closed","constant","26.0","0.75","237002"
"CASE_00238","KM1_DC","contactor_dc_terminal","DC","15.0","30.0","off","closed","constant","26.0","0.75","238000"
"CASE_00239","KM1_DC","contactor_dc_terminal","DC","15.0","30.0","off","closed","constant","26.0","0.75","239001"
"CASE_00240","KM1_DC","contactor_dc_terminal","DC","15.0","30.0","off","closed","constant","26.0","0.75","240002"
"CASE_00241","KM1_DC","contactor_dc_terminal","DC","20.0","0.0","normal","closed","constant","26.0","0.75","241000"
"CASE_00242","KM1_DC","contactor_dc_terminal","DC","20.0","0.0","normal","closed","constant","26.0","0.75","242001"
"CASE_00243","KM1_DC","contactor_dc_terminal","DC","20.0","0.0","normal","closed","constant","26.0","0.75","243002"
"CASE_00244","KM1_DC","contactor_dc_terminal","DC","20.0","0.0","reduced","closed","constant","26.0","0.75","244000"
"CASE_00245","KM1_DC","contactor_dc_terminal","DC","20.0","0.0","reduced","closed","constant","26.0","0.75","245001"
"CASE_00246","KM1_DC","contactor_dc_terminal","DC","20.0","0.0","reduced","closed","constant","26.0","0.75","246002"
"CASE_00247","KM1_DC","contactor_dc_terminal","DC","20.0","0.0","forced","closed","constant","26.0","0.75","247000"
"CASE_00248","KM1_DC","contactor_dc_terminal","DC","20.0","0.0","forced","closed","constant","26.0","0.75","248001"
"CASE_00249","KM1_DC","contactor_dc_terminal","DC","20.0","0.0","forced","closed","constant","26.0","0.75","249002"
"CASE_00250","KM1_DC","contactor_dc_terminal","DC","20.0","0.0","off","closed","constant","26.0","0.75","250000"
"CASE_00251","KM1_DC","contactor_dc_terminal","DC","20.0","0.0","off","closed","constant","26.0","0.75","251001"
"CASE_00252","KM1_DC","contactor_dc_terminal","DC","20.0","0.0","off","closed","constant","26.0","0.75","252002"
"CASE_00253","KM1_DC","contactor_dc_terminal","DC","20.0","5.0","normal","closed","constant","26.0","0.75","253000"
"CASE_00254","KM1_DC","contactor_dc_terminal","DC","20.0","5.0","normal","closed","constant","26.0","0.75","254001"
"CASE_00255","KM1_DC","contactor_dc_terminal","DC","20.0","5.0","normal","closed","constant","26.0","0.75","255002"
"CASE_00256","KM1_DC","contactor_dc_terminal","DC","20.0","5.0","reduced","closed","constant","26.0","0.75","256000"
"CASE_00257","KM1_DC","contactor_dc_terminal","DC","20.0","5.0","reduced","closed","constant","26.0","0.75","257001"
"CASE_00258","KM1_DC","contactor_dc_terminal","DC","20.0","5.0","reduced","closed","constant","26.0","0.75","258002"
"CASE_00259","KM1_DC","contactor_dc_terminal","DC","20.0","5.0","forced","closed","constant","26.0","0.75","259000"
"CASE_00260","KM1_DC","contactor_dc_terminal","DC","20.0","5.0","forced","closed","constant","26.0","0.75","260001"
"CASE_00261","KM1_DC","contactor_dc_terminal","DC","20.0","5.0","forced","closed","constant","26.0","0.75","261002"
"CASE_00262","KM1_DC","contactor_dc_terminal","DC","20.0","5.0","off","closed","constant","26.0","0.75","262000"
"CASE_00263","KM1_DC","contactor_dc_terminal","DC","20.0","5.0","off","closed","constant","26.0","0.75","263001"
"CASE_00264","KM1_DC","contactor_dc_terminal","DC","20.0","5.0","off","closed","constant","26.0","0.75","264002"
"CASE_00265","KM1_DC","contactor_dc_terminal","DC","20.0","10.0","normal","closed","constant","26.0","0.75","265000"
"CASE_00266","KM1_DC","contactor_dc_terminal","DC","20.0","10.0","normal","closed","constant","26.0","0.75","266001"
"CASE_00267","KM1_DC","contactor_dc_terminal","DC","20.0","10.0","normal","closed","constant","26.0","0.75","267002"
"CASE_00268","KM1_DC","contactor_dc_terminal","DC","20.0","10.0","reduced","closed","constant","26.0","0.75","268000"
"CASE_00269","KM1_DC","contactor_dc_terminal","DC","20.0","10.0","reduced","closed","constant","26.0","0.75","269001"
"CASE_00270","KM1_DC","contactor_dc_terminal","DC","20.0","10.0","reduced","closed","constant","26.0","0.75","270002"
"CASE_00271","KM1_DC","contactor_dc_terminal","DC","20.0","10.0","forced","closed","constant","26.0","0.75","271000"
"CASE_00272","KM1_DC","contactor_dc_terminal","DC","20.0","10.0","forced","closed","constant","26.0","0.75","272001"
"CASE_00273","KM1_DC","contactor_dc_terminal","DC","20.0","10.0","forced","closed","constant","26.0","0.75","273002"
"CASE_00274","KM1_DC","contactor_dc_terminal","DC","20.0","10.0","off","closed","constant","26.0","0.75","274000"
"CASE_00275","KM1_DC","contactor_dc_terminal","DC","20.0","10.0","off","closed","constant","26.0","0.75","275001"
"CASE_00276","KM1_DC","contactor_dc_terminal","DC","20.0","10.0","off","closed","constant","26.0","0.75","276002"
"CASE_00277","KM1_DC","contactor_dc_terminal","DC","20.0","20.0","normal","closed","constant","26.0","0.75","277000"
"CASE_00278","KM1_DC","contactor_dc_terminal","DC","20.0","20.0","normal","closed","constant","26.0","0.75","278001"
"CASE_00279","KM1_DC","contactor_dc_terminal","DC","20.0","20.0","normal","closed","constant","26.0","0.75","279002"
"CASE_00280","KM1_DC","contactor_dc_terminal","DC","20.0","20.0","reduced","closed","constant","26.0","0.75","280000"
"CASE_00281","KM1_DC","contactor_dc_terminal","DC","20.0","20.0","reduced","closed","constant","26.0","0.75","281001"
"CASE_00282","KM1_DC","contactor_dc_terminal","DC","20.0","20.0","reduced","closed","constant","26.0","0.75","282002"
"CASE_00283","KM1_DC","contactor_dc_terminal","DC","20.0","20.0","forced","closed","constant","26.0","0.75","283000"
"CASE_00284","KM1_DC","contactor_dc_terminal","DC","20.0","20.0","forced","closed","constant","26.0","0.75","284001"
"CASE_00285","KM1_DC","contactor_dc_terminal","DC","20.0","20.0","forced","closed","constant","26.0","0.75","285002"
"CASE_00286","KM1_DC","contactor_dc_terminal","DC","20.0","20.0","off","closed","constant","26.0","0.75","286000"
"CASE_00287","KM1_DC","contactor_dc_terminal","DC","20.0","20.0","off","closed","constant","26.0","0.75","287001"
"CASE_00288","KM1_DC","contactor_dc_terminal","DC","20.0","20.0","off","closed","constant","26.0","0.75","288002"
"CASE_00289","KM1_DC","contactor_dc_terminal","DC","20.0","30.0","normal","closed","constant","26.0","0.75","289000"
"CASE_00290","KM1_DC","contactor_dc_terminal","DC","20.0","30.0","normal","closed","constant","26.0","0.75","290001"
"CASE_00291","KM1_DC","contactor_dc_terminal","DC","20.0","30.0","normal","closed","constant","26.0","0.75","291002"
"CASE_00292","KM1_DC","contactor_dc_terminal","DC","20.0","30.0","reduced","closed","constant","26.0","0.75","292000"
"CASE_00293","KM1_DC","contactor_dc_terminal","DC","20.0","30.0","reduced","closed","constant","26.0","0.75","293001"
"CASE_00294","KM1_DC","contactor_dc_terminal","DC","20.0","30.0","reduced","closed","constant","26.0","0.75","294002"
"CASE_00295","KM1_DC","contactor_dc_terminal","DC","20.0","30.0","forced","closed","constant","26.0","0.75","295000"
"CASE_00296","KM1_DC","contactor_dc_terminal","DC","20.0","30.0","forced","closed","constant","26.0","0.75","296001"
"CASE_00297","KM1_DC","contactor_dc_terminal","DC","20.0","30.0","forced","closed","constant","26.0","0.75","297002"
"CASE_00298","KM1_DC","contactor_dc_terminal","DC","20.0","30.0","off","closed","constant","26.0","0.75","298000"
"CASE_00299","KM1_DC","contactor_dc_terminal","DC","20.0","30.0","off","closed","constant","26.0","0.75","299001"
"CASE_00300","KM1_DC","contactor_dc_terminal","DC","20.0","30.0","off","closed","constant","26.0","0.75","300002"
"CASE_00301","KM1_DC","contactor_dc_terminal","DC","25.0","0.0","normal","closed","constant","26.0","0.75","301000"
"CASE_00302","KM1_DC","contactor_dc_terminal","DC","25.0","0.0","normal","closed","constant","26.0","0.75","302001"
"CASE_00303","KM1_DC","contactor_dc_terminal","DC","25.0","0.0","normal","closed","constant","26.0","0.75","303002"
"CASE_00304","KM1_DC","contactor_dc_terminal","DC","25.0","0.0","reduced","closed","constant","26.0","0.75","304000"
"CASE_00305","KM1_DC","contactor_dc_terminal","DC","25.0","0.0","reduced","closed","constant","26.0","0.75","305001"
"CASE_00306","KM1_DC","contactor_dc_terminal","DC","25.0","0.0","reduced","closed","constant","26.0","0.75","306002"
"CASE_00307","KM1_DC","contactor_dc_terminal","DC","25.0","0.0","forced","closed","constant","26.0","0.75","307000"
"CASE_00308","KM1_DC","contactor_dc_terminal","DC","25.0","0.0","forced","closed","constant","26.0","0.75","308001"
"CASE_00309","KM1_DC","contactor_dc_terminal","DC","25.0","0.0","forced","closed","constant","26.0","0.75","309002"
"CASE_00310","KM1_DC","contactor_dc_terminal","DC","25.0","0.0","off","closed","constant","26.0","0.75","310000"
"CASE_00311","KM1_DC","contactor_dc_terminal","DC","25.0","0.0","off","closed","constant","26.0","0.75","311001"
"CASE_00312","KM1_DC","contactor_dc_terminal","DC","25.0","0.0","off","closed","constant","26.0","0.75","312002"
"CASE_00313","KM1_DC","contactor_dc_terminal","DC","25.0","5.0","normal","closed","constant","26.0","0.75","313000"
"CASE_00314","KM1_DC","contactor_dc_terminal","DC","25.0","5.0","normal","closed","constant","26.0","0.75","314001"
"CASE_00315","KM1_DC","contactor_dc_terminal","DC","25.0","5.0","normal","closed","constant","26.0","0.75","315002"
"CASE_00316","KM1_DC","contactor_dc_terminal","DC","25.0","5.0","reduced","closed","constant","26.0","0.75","316000"
"CASE_00317","KM1_DC","contactor_dc_terminal","DC","25.0","5.0","reduced","closed","constant","26.0","0.75","317001"
"CASE_00318","KM1_DC","contactor_dc_terminal","DC","25.0","5.0","reduced","closed","constant","26.0","0.75","318002"
"CASE_00319","KM1_DC","contactor_dc_terminal","DC","25.0","5.0","forced","closed","constant","26.0","0.75","319000"
"CASE_00320","KM1_DC","contactor_dc_terminal","DC","25.0","5.0","forced","closed","constant","26.0","0.75","320001"
"CASE_00321","KM1_DC","contactor_dc_terminal","DC","25.0","5.0","forced","closed","constant","26.0","0.75","321002"
"CASE_00322","KM1_DC","contactor_dc_terminal","DC","25.0","5.0","off","closed","constant","26.0","0.75","322000"
"CASE_00323","KM1_DC","contactor_dc_terminal","DC","25.0","5.0","off","closed","constant","26.0","0.75","323001"
"CASE_00324","KM1_DC","contactor_dc_terminal","DC","25.0","5.0","off","closed","constant","26.0","0.75","324002"
"CASE_00325","KM1_DC","contactor_dc_terminal","DC","25.0","10.0","normal","closed","constant","26.0","0.75","325000"
"CASE_00326","KM1_DC","contactor_dc_terminal","DC","25.0","10.0","normal","closed","constant","26.0","0.75","326001"
"CASE_00327","KM1_DC","contactor_dc_terminal","DC","25.0","10.0","normal","closed","constant","26.0","0.75","327002"
"CASE_00328","KM1_DC","contactor_dc_terminal","DC","25.0","10.0","reduced","closed","constant","26.0","0.75","328000"
"CASE_00329","KM1_DC","contactor_dc_terminal","DC","25.0","10.0","reduced","closed","constant","26.0","0.75","329001"
"CASE_00330","KM1_DC","contactor_dc_terminal","DC","25.0","10.0","reduced","closed","constant","26.0","0.75","330002"
"CASE_00331","KM1_DC","contactor_dc_terminal","DC","25.0","10.0","forced","closed","constant","26.0","0.75","331000"
"CASE_00332","KM1_DC","contactor_dc_terminal","DC","25.0","10.0","forced","closed","constant","26.0","0.75","332001"
"CASE_00333","KM1_DC","contactor_dc_terminal","DC","25.0","10.0","forced","closed","constant","26.0","0.75","333002"
"CASE_00334","KM1_DC","contactor_dc_terminal","DC","25.0","10.0","off","closed","constant","26.0","0.75","334000"
"CASE_00335","KM1_DC","contactor_dc_terminal","DC","25.0","10.0","off","closed","constant","26.0","0.75","335001"
"CASE_00336","KM1_DC","contactor_dc_terminal","DC","25.0","10.0","off","closed","constant","26.0","0.75","336002"
"CASE_00337","KM1_DC","contactor_dc_terminal","DC","25.0","20.0","normal","closed","constant","26.0","0.75","337000"
"CASE_00338","KM1_DC","contactor_dc_terminal","DC","25.0","20.0","normal","closed","constant","26.0","0.75","338001"
"CASE_00339","KM1_DC","contactor_dc_terminal","DC","25.0","20.0","normal","closed","constant","26.0","0.75","339002"
"CASE_00340","KM1_DC","contactor_dc_terminal","DC","25.0","20.0","reduced","closed","constant","26.0","0.75","340000"
"CASE_00341","KM1_DC","contactor_dc_terminal","DC","25.0","20.0","reduced","closed","constant","26.0","0.75","341001"
"CASE_00342","KM1_DC","contactor_dc_terminal","DC","25.0","20.0","reduced","closed","constant","26.0","0.75","342002"
"CASE_00343","KM1_DC","contactor_dc_terminal","DC","25.0","20.0","forced","closed","constant","26.0","0.75","343000"
"CASE_00344","KM1_DC","contactor_dc_terminal","DC","25.0","20.0","forced","closed","constant","26.0","0.75","344001"
"CASE_00345","KM1_DC","contactor_dc_terminal","DC","25.0","20.0","forced","closed","constant","26.0","0.75","345002"
"CASE_00346","KM1_DC","contactor_dc_terminal","DC","25.0","20.0","off","closed","constant","26.0","0.75","346000"
"CASE_00347","KM1_DC","contactor_dc_terminal","DC","25.0","20.0","off","closed","constant","26.0","0.75","347001"
"CASE_00348","KM1_DC","contactor_dc_terminal","DC","25.0","20.0","off","closed","constant","26.0","0.75","348002"
"CASE_00349","KM1_DC","contactor_dc_terminal","DC","25.0","30.0","normal","closed","constant","26.0","0.75","349000"
"CASE_00350","KM1_DC","contactor_dc_terminal","DC","25.0","30.0","normal","closed","constant","26.0","0.75","350001"
"CASE_00351","KM1_DC","contactor_dc_terminal","DC","25.0","30.0","normal","closed","constant","26.0","0.75","351002"
"CASE_00352","KM1_DC","contactor_dc_terminal","DC","25.0","30.0","reduced","closed","constant","26.0","0.75","352000"
"CASE_00353","KM1_DC","contactor_dc_terminal","DC","25.0","30.0","reduced","closed","constant","26.0","0.75","353001"
"CASE_00354","KM1_DC","contactor_dc_terminal","DC","25.0","30.0","reduced","closed","constant","26.0","0.75","354002"
"CASE_00355","KM1_DC","contactor_dc_terminal","DC","25.0","30.0","forced","closed","constant","26.0","0.75","355000"
"CASE_00356","KM1_DC","contactor_dc_terminal","DC","25.0","30.0","forced","closed","constant","26.0","0.75","356001"
"CASE_00357","KM1_DC","contactor_dc_terminal","DC","25.0","30.0","forced","closed","constant","26.0","0.75","357002"
"CASE_00358","KM1_DC","contactor_dc_terminal","DC","25.0","30.0","off","closed","constant","26.0","0.75","358000"
"CASE_00359","KM1_DC","contactor_dc_terminal","DC","25.0","30.0","off","closed","constant","26.0","0.75","359001"
"CASE_00360","KM1_DC","contactor_dc_terminal","DC","25.0","30.0","off","closed","constant","26.0","0.75","360002"
"CASE_00361","KM1_DC","contactor_dc_terminal","DC","30.0","0.0","normal","closed","constant","26.0","0.75","361000"
"CASE_00362","KM1_DC","contactor_dc_terminal","DC","30.0","0.0","normal","closed","constant","26.0","0.75","362001"
"CASE_00363","KM1_DC","contactor_dc_terminal","DC","30.0","0.0","normal","closed","constant","26.0","0.75","363002"
"CASE_00364","KM1_DC","contactor_dc_terminal","DC","30.0","0.0","reduced","closed","constant","26.0","0.75","364000"
"CASE_00365","KM1_DC","contactor_dc_terminal","DC","30.0","0.0","reduced","closed","constant","26.0","0.75","365001"
"CASE_00366","KM1_DC","contactor_dc_terminal","DC","30.0","0.0","reduced","closed","constant","26.0","0.75","366002"
"CASE_00367","KM1_DC","contactor_dc_terminal","DC","30.0","0.0","forced","closed","constant","26.0","0.75","367000"
"CASE_00368","KM1_DC","contactor_dc_terminal","DC","30.0","0.0","forced","closed","constant","26.0","0.75","368001"
"CASE_00369","KM1_DC","contactor_dc_terminal","DC","30.0","0.0","forced","closed","constant","26.0","0.75","369002"
"CASE_00370","KM1_DC","contactor_dc_terminal","DC","30.0","0.0","off","closed","constant","26.0","0.75","370000"
"CASE_00371","KM1_DC","contactor_dc_terminal","DC","30.0","0.0","off","closed","constant","26.0","0.75","371001"
"CASE_00372","KM1_DC","contactor_dc_terminal","DC","30.0","0.0","off","closed","constant","26.0","0.75","372002"
"CASE_00373","KM1_DC","contactor_dc_terminal","DC","30.0","5.0","normal","closed","constant","26.0","0.75","373000"
"CASE_00374","KM1_DC","contactor_dc_terminal","DC","30.0","5.0","normal","closed","constant","26.0","0.75","374001"
"CASE_00375","KM1_DC","contactor_dc_terminal","DC","30.0","5.0","normal","closed","constant","26.0","0.75","375002"
"CASE_00376","KM1_DC","contactor_dc_terminal","DC","30.0","5.0","reduced","closed","constant","26.0","0.75","376000"
"CASE_00377","KM1_DC","contactor_dc_terminal","DC","30.0","5.0","reduced","closed","constant","26.0","0.75","377001"
"CASE_00378","KM1_DC","contactor_dc_terminal","DC","30.0","5.0","reduced","closed","constant","26.0","0.75","378002"
"CASE_00379","KM1_DC","contactor_dc_terminal","DC","30.0","5.0","forced","closed","constant","26.0","0.75","379000"
"CASE_00380","KM1_DC","contactor_dc_terminal","DC","30.0","5.0","forced","closed","constant","26.0","0.75","380001"
"CASE_00381","KM1_DC","contactor_dc_terminal","DC","30.0","5.0","forced","closed","constant","26.0","0.75","381002"
"CASE_00382","KM1_DC","contactor_dc_terminal","DC","30.0","5.0","off","closed","constant","26.0","0.75","382000"
"CASE_00383","KM1_DC","contactor_dc_terminal","DC","30.0","5.0","off","closed","constant","26.0","0.75","383001"
"CASE_00384","KM1_DC","contactor_dc_terminal","DC","30.0","5.0","off","closed","constant","26.0","0.75","384002"
"CASE_00385","KM1_DC","contactor_dc_terminal","DC","30.0","10.0","normal","closed","constant","26.0","0.75","385000"
"CASE_00386","KM1_DC","contactor_dc_terminal","DC","30.0","10.0","normal","closed","constant","26.0","0.75","386001"
"CASE_00387","KM1_DC","contactor_dc_terminal","DC","30.0","10.0","normal","closed","constant","26.0","0.75","387002"
"CASE_00388","KM1_DC","contactor_dc_terminal","DC","30.0","10.0","reduced","closed","constant","26.0","0.75","388000"
"CASE_00389","KM1_DC","contactor_dc_terminal","DC","30.0","10.0","reduced","closed","constant","26.0","0.75","389001"
